,date,title,feed_type,link,news,Predicted Sentiment,Sentiment Probability
882,2021-07-03,"Dhirubhai Ambani: From gas station attendant to Founder of Reliance Industries Group; awards, achievements | Jefferies’ Chris Wood Launches India Equity Portfolio; Financials, Real Estate, Energy Stocks See Highest Allocation",news-article | news-article,https://www.financialexpress.com/industry/dhirubhai-ambani-from-gas-station-attendant-to-founder-of-reliance-industries-group-awards-achievements/2283364/ | https://www.moneycontrol.com/news/business/markets/jefferies-chris-wood-launches-india-equity-portfolio-financials-real-estate-energy-stocks-see-highest-allocation-7120661.html,"Next week, July 6, 2021, marks the death anniversary of Dhirubhai Ambani, one of the greatest Indian entrepreneurs of all times and an inspiration for many | The Indian portfolio features 16 stocks including HDFC, ICICI Bank, State Bank of India, Reliance Industries, Bajaj Finance and Maruti Suzuki (India)",neutral,0.9063677
883,2021-07-04,"M-cap Of Eight Of 10 Most Valued Firms Falls By Rs 65,176 Crore | M-cap of eight of 10 most valued firms falls by Rs 65,176 cr",news-article | news-article,https://www.moneycontrol.com/news/business/markets/m-cap-of-eight-of-10-most-valued-firms-falls-by-rs-65176-crore-7122531.html | https://economictimes.indiatimes.com/markets/stocks/news/m-cap-of-eight-of-10-most-valued-firms-falls-by-rs-65176-cr/articleshow/84110130.cms,"Only Reliance Industries and Hindustan Unilever emerged as gainers from the top-10 list. | Only Reliance Industries Limited and Hindustan Unilever Limited emerged as gainers from the top-10 list. The market valuation of Tata Consultancy Services dropped by Rs 20,400.27 crore to Rs 12,30,138.03 crore. HDFC Bank’s valuation tumbled Rs 18,113.03 crore to reach Rs 8,18,313.66 crore. The valua…",negative,0.96347237
884,2021-07-05,"Dhirubai Ambani Death Anniversary: Interesting facts about the business tycoon | JioMeet Records 3.8 Lakh Viewers for Reliance Industries’ 44th AGM | JioMeet Sets New Benchmark In Reliance Industries 44th AGM | Sensex surges over 200 points; Nifty tops 15,790; banks, metals gain | Youngest Ambani takes seat on boards of RIL’s 2 new solar cos",news-article | news-article | news-article | news-article | news-article,https://www.freepressjournal.in/india/dhirubai-ambani-death-anniversary-interesting-facts-about-the-business-tycoon | https://www.news18.com/news/business/jiomeet-records-3-8-lakh-viewers-for-reliance-industries-44th-agm-3928055.html | https://www.moneycontrol.com/news/business/jiomeet-sets-new-benchmark-in-reliance-industries-44th-agm-7125881.html | https://zeenews.india.com/markets/sensex-surges-over-200-points-nifty-tops-15790-banks-metals-gain-2374045.html | https://economictimes.indiatimes.com/markets/stocks/news/youngest-ambani-takes-seat-on-boards-of-rils-2-new-solar-cos/articleshow/84131147.cms,"Dhirubai Ambani was a successful Indian business tycoon who founded Reliance Industries. Ambani took Reliance public in 1977. His estimated net worth was 29 billion US dollars, in 2002, when he died. In 2016, he was honoured posthumously with the Padma Vibhushan, India’s second-highest civilian h… | Reliance Industries’ (RIL) much-awaited 44th annual general meeting (AGM) has been attended by 3. | The JioMeet app is available on all platforms like Android and iOS as well as Mac, Windows and even for Set Top Boxes and has support for VC room connectivity. | Bajaj Auto was the top gainer in the Sensex pack, rising over 1 per cent, followed by Tata Steel, Axis Bank, Bajaj Finserv, HDFC Bank, TCS and Reliance Industries. | Anant Ambani, the younger son of Reliance Industries (RIL) chairman Mukesh Ambani, has been appointed as a director of Reliance New Energy Solar and Reliance New Solar Energy, expanding his role in the family business.",positive,0.62400305
885,2021-07-06,"Reliance Industries lags peers in rewarding investors with cash pay-outs | Reliance Industries eyes stake in home styling brand Portico | Reliance Industries in talks to acquire stake in home styling brand Portico | D-Street’s mega puzzle: Why is analysts’ consensus ‘buy’ for 2021 not performing | As business travel plunges, firms save thousands of crores in costs",news-article | news-article | news-article | news-article | news-article,https://www.business-standard.com/article/companies/reliance-industries-lags-peers-in-rewarding-investors-with-cash-pay-outs-121070601533_1.html | https://www.businesstoday.in/latest/corporate/story/reliance-industries-eyes-stake-in-home-styling-brand-portico-300569-2021-07-06?utm_source=rssfeed | https://www.businesstoday.in/latest/corporate/story/reliance-industries-in-talks-to-acquire-stake-in-home-styling-brand-portico-300569-2021-07-06?utm_source=rssfeed | https://economictimes.indiatimes.com/markets/stocks/news/d-streets-mega-puzzle-why-is-analysts-consensus-buy-for-2021-not-performing/articleshow/84162358.cms | https://economictimes.indiatimes.com/news/company/corporate-trends/as-business-travel-plunges-firms-save-thousands-of-crores-in-costs/articleshow/84154988.cms,"Cash pay-outs grew at 6.6% CAGR vs 13.2% for other firms over 10 yrs | Launched in 2005, Portico provides bed, bath and top of bed solutions. Currently, over 200 outlets showcase its products. | Launched in 2005, Portico provides bed, bath and top of bed solutions. Currently, over 200 outlets showcase its products. | The stock is up just 3 per cent year to date compared with a nearly 11 per cent rise in the Sensex. Its peers have also underperformed. Vodafone Idea is down 13 per cent while Jio-operator Reliance Industries is up 8 per cent for the year. | Among the large companies, TCS posted a decline of Rs 2,215 crore in its travel costs to Rs 1,081 crore in FY21. Reliance Industries posted a 70% decline from Rs 788 crore to Rs 236 crore. Bajaj Auto is among the companies witnessing the steepest decline in travel cost — 93% — from Rs 77 crore in FY…",negative,0.95066327
886,2021-07-07,"Reliance Industries looks to buy Norwegian solar module maker REC | Stocks in news: Reliance Industries, HDFC, Tata Motors, SBI, Suzlon and more | Reliance in talks with Flex, Karbonn phone makers for JioPhone Next | Banks wary of delay in Future funding plan",news-article | news-article | news-article | news-article,https://www.hindustantimes.com/business/reliance-industries-looks-to-buy-norwegian-solar-module-maker-rec-101625681088219.html | https://www.businesstoday.in/markets/company-stock/story/stocks-in-news-july-7-reliance-hdfc-tata-motors-sbi-suzlon-ashok-leyland-300638-2021-07-07?utm_source=rssfeed | https://www.businesstoday.in/latest/corporate/story/reliance-in-talks-with-flex-karbonn-phone-makers-for-jiophone-next-300633-2021-07-07?utm_source=rssfeed | https://www.hindustantimes.com/business/banks-wary-of-delay-in-future-funding-plan-101625596013401.html,"Chairman Mukesh Ambani had announced plans to set up the Dhirubhai Ambani Green Energy Giga Complex on 5,000 acres in Jamnagar at the company’s annual general meeting last month. | Stocks in news: Info Edge, Reliance Industries, Ashok Leyland, HDFC, Tata Motors, SBI, Suzlon and more | In the recent Reliance Industries AGM, Mukesh Ambani announced that the low-cost smartphone Jio Next will be launched on September 10 | Burdened with debt, Biyani chose to sell the cash-strapped group’s assets to Mukesh Ambani’s Reliance Industries Ltd for ₹24,713 crore in August last year.",neutral,0.90443945
887,2021-07-08,Reliance Industries plans to buy Norway solar module maker REC: Report,news-article,https://www.freepressjournal.in/business/reliance-industries-plans-to-buy-norway-solar-module-maker-rec-report,"In keeping with its focus on clean energy, Reliance Industries Ltd (RIL) is looking to buy Norwegian solar module maker REC Group. This is in keeping with its Rs 75,000 crore push into clean energy, said two people aware of the development to LiveMint.At its 44th AGM, Reliance Ind…",positive,0.6411163
888,2021-07-09,"Sensex falls 182 points, Nifty at 15,689; banking stocks lead losses | Sensex drops 183 points; Nifty slips below 15,700 | Sensex tumbles over 300 pts in early trade, Nifty tests 15,650",news-article | news-article | news-article,https://www.businesstoday.in/markets/company-stock/story/sensex-falls-182-points-nifty-at-15689-banking-stocks-lead-losses-300909-2021-07-09?utm_source=rssfeed | https://www.thehindu.com/business/markets/sensex-drops-183-points-nifty-slips-below-15700/article35232498.ece | https://zeenews.india.com/markets/sensex-tumbles-over-300-pts-in-early-trade-nifty-tests-15650-2375073.html,"Bajaj Auto was the top loser on Sensex,shedding 1.99 per cent, followed by TCS, HDFC Bank, Axis Bank, Reliance Industries and Tech Mahindra. | Bajaj Auto was the top loser in the Sensex pack, shedding around 2%, followed by TCS, HDFC Bank, Axis Bank, Reliance Industries and Tech Mahindra. | Equity benchmark Sensex tumbled over 300 points in early trade on Friday, tracking losses in index majors Reliance Industries, HDFC twins and ICICI Bank amid a weak trend in global markets.",negative,0.9743757
889,2021-07-11,"M-cap of 6 top valued firms falls by Rs 91,147 crore | Six of top-10 valued companies lose Rs 92,147 cr in market valuation; TCS, Reliance Industries lead losers’ chart | Six top valued companies lose Rs 92,147 crore in market valuation | Six of top-10 valued companies lose Rs 92,147 crore in market valuation",news-article | news-article | news-article | news-article,https://www.businesstoday.in/markets/company-stock/story/m-cap-of-6-top-valued-firms-falls-by-rs-91147-crore-301016-2021-07-11?utm_source=rssfeed | https://www.freepressjournal.in/business/six-of-top-10-valued-companies-lose-rs-92147-cr-in-market-valuation-tcs-reliance-industries-lead-losers-chart | https://www.business-standard.com/article/markets/six-top-valued-companies-lose-rs-92-147-crore-in-market-valuation-121071100175_1.html | https://economictimes.indiatimes.com/markets/stocks/news/six-of-top-10-valued-companies-lose-rs-92147-crore-in-market-valuation/articleshow/84311306.cms,"The m-cap of Reliance Industries Ltd (RIL) dived by Rs 43,574.83 crore to Rs 11,86,563.20 crore and that of TCS plunged by Rs 43,574.83 crore to Rs 11,86,563.20 crore | Six of the 10 most valued companies took a combined hit of Rs 92,147.28 crore in market valuation last week, with Tata Consultancy Services and Reliance Industries leading the losers’ chart.Reliance Industries, Tata Consultancy Services, Infosys, Hindustan Unilever, ICICI Bank and State Ba… | Reliance Industries, Tata Consultancy Services, Infosys, Hindustan Unilever, ICICI Bank and State Bank of India suffered losses in their market capitalisation | The valuation of Tata Consultancy Services dived Rs 43,574.83 crore to Rs 11,86,563.20 crore and that of Reliance Industries declined by Rs 35,500.88 crore to Rs 13,14,293.35 crore.",negative,0.97065955
890,2021-07-12,"Bombay High Court grants relief to Reliance Industries in BKC land development case | Reliance Industries Q1 PAT May Dip 12% YoY To Rs 8,581 Cr: Prabhudas Lilladher",news-article | news-article,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/bombay-high-court-grants-relief-to-reliance-industries-in-bkc-land-development-case/articleshow/84353619.cms | https://www.moneycontrol.com/news/business/reliance-industries-q1-pat-may-dip-12-yoy-to-rs-8581-cr-prabhudas-lilladher-7158121.html,"As per the court ruling, the RIL had paid a total of Rs 4,005 crore between September 2006 and July 2007 to MMRDA in tranches to acquire the rights to develop a convention & exhibition centre and a commercial complex in the business district BKC area. | Net Sales are expected to increase by 103.7 percent Y-o-Y (up 19.5 percent Q-o-Q) to Rs 1,02,739.4 crore, according to Prabhudas Lilladher.",positive,0.9463442
891,2021-07-13,"Stocks in news : Reliance Industries, Future Retail, Bharti Airtel, Dr Reddy’s and more | Top stocks in focus: Reliance Industries, LIC Housing Finance, ISMT, FDC, Sunteck Realty | Reliance Industries invests in newly incorporated Reliance New Solar | RIL invests Rs 1 lakh in Reliance New Energy Solar | Stock markets likely to be steady; telecom, banking stocks, RIL in focus",news-article | news-article | news-article | news-article | news-article,https://www.businesstoday.in/markets/company-stock/story/stocks-in-news-july-3-reliance-industries-future-retail-bharti-airtel-dr-reddys-sensex-301159-2021-07-13?utm_source=rssfeed | https://www.indiainfoline.com/article/news-top-story/top-stocks-in-focus-reliance-industries-lic-housing-finance-ismt-fdc-sunteck-realty-121071300212_1.html | https://www.business-standard.com/article/news-cm/reliance-industries-invests-in-newly-incorporated-reliance-new-solar-121071300197_1.html | https://www.business-standard.com/article/news-cm/ril-invests-rs-1-lakh-in-reliance-new-energy-solar-121071300170_1.html | https://www.livemint.com/market/stock-market-news/stock-markets-likely-to-be-steady-telecom-banking-stocks-ril-in-focus-11626143741661.html,"Stocks in news : Reliance Industries, Future Retail, Bharti Airtel, Dr Reddy’s Laboratories, FDC, NMDC and more | Check out the stocks that will be in focus during trade today based on recent and latest news developments. | Powered by Capital Market - Live News | Reliance Industries (RIL) has invested Rs 1 lakh in Reliance New Energy Solar (RNESL), a newly incorporated wholly owned subsidiary. | Reliance Industries has invested ₹1,00,000 in cash in 10,000 equity shares in the newly formed Reliance New Energy Solar Ltd (RNESL), a wholly-owned subsidiary",neutral,0.882803
892,2021-07-14,"Stocks in news: Maruti Suzuki, Reliance Industries, Adani Enterprises, Tata Metaliks and more | Sensex drops over 100 points in early trade, Nifty slips below 15,800 | Reliance Considers Bid for India’s Solar Incentives in Green Push",news-article | news-article | news-article,https://www.businesstoday.in/markets/company-stock/story/stocks-in-news-july-14-maruti-suzuki-ril-adani-enterprises-tata-metaliks-sensex-301275-2021-07-14?utm_source=rssfeed | https://zeenews.india.com/markets/sensex-drops-over-100-points-in-early-trade-nifty-slips-below-15800-2376207.html | https://www.bloombergquint.com/business/reliance-mulls-bid-for-india-s-solar-incentives-amid-green-push,"Stocks in news: Maruti Suzuki, Torrent Power, Reliance Industries, NTPC, Adani Enterprises and more | Equity benchmark Sensex dropped over 100 points in early trade on Wednesday, tracking losses in index majors ICICI Bank, HDFC twins and Reliance Industries amid a negative trend in global markets. | Reliance Industries Ltd. is considering a bid for Indian government incentives for solar power manufacturing.",negative,0.97333515
893,2021-07-15,"Just Dial share rises 4% as Reliance Industries in talks to buy search engine | RISE Worldwide talent division signs India batsman Suryakumar Yadav | Reliance in advance talks to buy Justdial, formal announcement likely on July 16",news-article | news-article | news-article,https://www.businesstoday.in/markets/company-stock/story/just-dial-share-rises-reliance-industries-in-talks-to-buy-search-engine-301401-2021-07-15?utm_source=rssfeed | https://www.business-standard.com/article/sports/rise-worldwide-talent-division-signs-india-batsman-suryakumar-yadav-121071500395_1.html | https://economictimes.indiatimes.com/industry/services/retail/reliance-in-advance-talks-to-buy-justdial-formal-announcement-likely-on-july-16/videoshow/84431438.cms,"Just Dial stock touched an intraday high of Rs 1,123.15, rising 3.98% on BSE | RISE Worldwide -- a Sports Management company under the aegis of Reliance Industries Ltd. -- has roped in India batsman Suryakumar Yadav in an exclusive worldwide talent representation agreement | Mukesh Ambani’s telecom to petrochemicals conglomerate, Reliance Industries Ltd., is in advance negotiations to buy Just Dial (JD) from its founding promoters in a $800-$900 million transaction, said multiple sources aware. Just Dial has called for a board meeting on Friday July 16 to “evaluate” fun…",positive,0.56428754
894,2021-07-16,"Reliance Industries to Present Q1 Results on 23rd July 2021 | announced the acquisition of 40.95 per cent stake in Just Dial for Rs 3,497 crore. | Mukesh Ambani’s Reliance Retail to buy majority stake in Just Dial at Rs 3,497 cr | Reliance Retail to hold 40.95% in Just Dial; will make open offer to acquire additional 26% stake | Reliance Industries stock rises 1% ahead of June 2021 quarterly result next week | Reliance Industries, Just Dial clarify on acquisition deal worth Rs6,600cr",news-article | news-article | news-article | news-article | news-article | news-article,https://in.investing.com/analysis/reliance-industries-to-present-q1-results-on-23rd-july-2021-200486289 | https://www.news18.com/news/business/reliance-acquires-40-95-stake-in-just-dial-for-rs-3497-crore-3971840.html | https://www.freepressjournal.in/business/mukesh-ambanis-reliance-retail-to-buy-majority-stake-in-just-dial-at-rs-3497-cr | https://economictimes.indiatimes.com/industry/services/retail/reliance-retail-to-hold-40-95-in-just-dial-will-make-open-offer-to-acquire-additional-26-stake/videoshow/84477024.cms | https://www.indiainfoline.com/article/news-sector-oil-gas/reliance-industries-stock-rises-1-ahead-of-june-2021-quarterly-result-next-week-121071600370_1.html | https://www.indiainfoline.com/article/news-sector-information-technology/reliance-industries-just-dial-clarify-on-acquisition-deal-worth-rs6-600cr-121071600368_1.html,"Reliance Industries to Present Q1 Results on 23rd July 2021 | Reliance Retail Ventures, a subsidiary of Reliance Industries, on Friday announced the acquisition of 40. | Billionaire Mukesh Ambani led Reliance Industries Ltd today announced that its subsidiary Reliance Retail Ventures Ltd will acquire a majority stake in Just Dial for Rs 3,497 crore, as per an exchange notification.Under the agreement, Reliance Retail will acquire 40.95% stake in Just Dial … | Reliance Retail, the retail arm of Reliance Industries Limited (RIL), will acquire a majority stake of 66.95 per cent in B2B search engine JustDial. Reliance Retail shall be classified as a promoter of JustDial post this deal. RRVL would hold 40.95 per cent stakes in the company, as per the definite… | RIL will be in focus next week following its Q1 results announcements. | Both the companies have said that they are unable to comment on media speculations.",neutral,0.9461903
895,2021-07-17,"Start-up, corporate tie-ups: 5-point checklist while establishing successful collaboration | Reliance Retail acquires controlling stake in Just Dial",news-article | news-article,https://www.financialexpress.com/industry/start-up-corporate-tie-ups-5-point-checklist-while-establishing-successful-collaboration/2292276/ | https://www.business-standard.com/article/news-cm/reliance-retail-acquires-controlling-stake-in-just-dial-121071700162_1.html,"Indian conglomerates like Reliance Industries, Aditya Birla and the Tata Group are tying-up with smaller companies to build their business portfolios. | Reliance Industries (RIL) through its retail arm Reliance Retail Ventures (RRVL) announced that it is acquiring a majority stake of 66.95% in local search engine company Just Dial for Rs 3,497 crore.",neutral,0.72436666
896,2021-07-18,"Reliance’s O2C, new energy biz may be valued over $100 bn: Bernstein Research | Oil Ministry authorises new companies to sell auto fuels in the country | Market cap of 6 of top-10 domestic firms rises by Rs 69,611 cr; Reliance Industries gains most | Six of top 10 valued domestic cos add Rs 69,611.59 cr in m-cap, RIL top gainer | RIL’s retail business likely to grow 3x in next 3-5 years: Report | Market Capitalisation Of 6 Of Top-10 Domestic Firms Spurts By Rs 69,611 Crore | M-cap of 6 out of top 10 domestic firms soars over Rs 69,611 cr | Reliance’s O2C, new energy biz may be valued more than $100 bn: Report",news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.freepressjournal.in/business/reliances-o2c-new-energy-biz-may-be-valued-over-100-bn-bernstein-research | https://www.business-standard.com/article/economy-policy/oil-ministry-authorises-new-companies-to-sell-auto-fuels-in-the-country-121071800602_1.html | https://www.freepressjournal.in/business/market-cap-of-6-of-top-10-domestic-firms-rises-by-rs-69611-cr-reliance-industries-gains-most | https://www.businesstoday.in/markets/company-stock/story/six-of-top-10-valued-domestic-cos-add-rs-6961159-cr-in-m-cap-ril-top-gainer-301684-2021-07-18?utm_source=rssfeed | https://www.business-standard.com/article/companies/ril-s-retail-business-likely-to-grow-3x-in-next-3-5-years-report-121071800386_1.html | https://www.moneycontrol.com/news/business/markets/market-capitalisation-of-6-of-top-10-domestic-firms-spurts-by-rs-69611-crore-7188231.html | https://economictimes.indiatimes.com/markets/stocks/news/m-cap-of-6-out-of-top-10-domestic-firms-soars-over-rs-69611-cr/articleshow/84519323.cms | https://www.business-standard.com/article/companies/reliance-s-o2c-new-energy-biz-may-be-valued-over-usd-100-bn-report-121071800267_1.html,"Billionaire Mukesh Ambani-led Reliance Industries Ltd’s plans for investing Rs 75,000 crore in solar, batteries, fuel cells and hydrogen could create valuation of USD 36 billion (Rs 2.6 lakh crore) for the new energy business, Wall Street brokerage Bernstein Research said in a report.Relia… | According to a top ministry official, a fresh marketing authorisation has been granted to Reliance Industries under these norms | Six of the 10 most valued domestic companies added a total Rs 69,611.59 crore to their market valuation last week, with Reliance Industries leading the gainers chart.From the top-10 list, Reliance Industries, HDFC Bank, HDFC, ICICI Bank, State Bank of India and Kotak Mahindra Bank were the… | Reliance Industries Ltd. (RIL) led the gainers’ chart while others on the list comprise State Bank of India (SBI), HDFC Bank, HDFC, Kotak Mahindra Bank, and ICICI Bank | Reliance Industries’ retail business is expected to grow three times in next the next three to five years at a robust CAGR of 35-40 per cent, said a Bernstein report | The market valuation of Reliance Industries jumped Rs 24,470.25 crore to reach Rs 1,338,763.60 crore, becoming the biggest gainer among the most valued firms list. | The market valuation of Reliance Industries jumped Rs 24,470.25 crore to reach Rs 13,38,763.60 crore, becoming the biggest gainer among the most valued firms list. ICICI Bank added Rs 14,966.52 crore taking its valuation to Rs 4,57,268.94 crore. HDFC Bank’s valuation rallied Rs 10,998.18 crore to Rs… | Mukesh Ambani-led Reliance Industries Ltd’s plans for investing Rs 75,000 crore in solar, batteries, fuel cells and hydrogen could create valuation of USD 36 billion for the new energy business",neutral,0.79657584
897,2021-07-19,"Stocks in news: Reliance Industries, Godrej Consumer, Just Dial, HDFC Bank and more | RIL shares firm, Just Dial tanks 5%; JP Morgan sees limited upside in RIL on new digital initiatives spending | Top stocks in focus: HDFC Bank, Reliance Industries, Just Dial, L&T Finance Holdings, HCL Tech | Top Stocks to Watch: Reliance Industries, LIC Housing Finance, Tata Power Company | What Reliance Industries-Just Dial deal means for investors | Ambani’s Reliance to Buy 67% of Just Dial for $767 Million | RIL Share Price Trades In The Green, Just Dial Sheds 4% After RRVL Acquires Majority Stake | Stocks to watch: HDFC Bank, HCL Tech, Clean Science, GR Infra, Just Dial | RIL, HDFC Bank, GR Infra, Clean Science & Tech in spotlight",news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.businesstoday.in/markets/company-stock/story/stocks-in-news-july-19-reliance-industries-godrej-consumer-just-dial-hdfc-bank-301703-2021-07-19?utm_source=rssfeed | https://www.financialexpress.com/market/ril-share-price-firm-just-dial-tanks-5-jp-morgan-sees-limited-upside-in-mukesh-ambanis-reliance-industries-ltd-stock-on-new-digital-initiatives-spending/2293202/ | https://www.indiainfoline.com/article/news-top-story/top-stocks-in-focus-hdfc-bank-reliance-industries-just-dial-l-t-finance-holdings-hcl-tech-121071900002_1.html | https://www.news18.com/news/business/top-stocks-to-watch-reliance-industries-lic-housing-finance-tata-power-company-3978869.html | https://www.livemint.com/market/mark-to-market/what-reliance-industries-just-dial-deal-means-for-investors-11626674587375.html | https://www.bloombergquint.com/business/billionaire-ambani-s-reliance-to-buy-majority-stake-in-just-dial | https://www.moneycontrol.com/news/business/stocks/ril-share-price-trades-in-the-green-just-dial-sheds-2-after-rrvl-acquires-majority-stake-7190111.html | https://www.business-standard.com/article/markets/stocks-to-watch-hdfc-bank-hcl-tech-just-dial-ril-voda-idea-tata-power-121071900110_1.html | https://www.business-standard.com/article/news-cm/ril-hdfc-bank-gr-infra-clean-science-tech-in-spotlight-121071900127_1.html,"Stocks in news: Reliance Industries, Central Bank, Rossari Biotech, GR Infra and more | Reliance Industries Ltd (RIL) share price gained half a per cent at Rs 2,124 apiece on BSE, while shares of Just Dial tumbled over 5 per cent to Rs 1,016.86 apiece on Monday | Check out the stocks that will be in focus during trade today based on recent and latest news developments. | The Indian benchmark indices are likely to open lower on Monday, July 19, following trends in global market and an unceasing spike in Delta variant of the coronavirus in Asian countries dampened investors’ risk appetite. | Reliance Retail may utilize Just Dial’s 30 million business listings to drive digitization of businesses such that Reliance Retail’s platforms could ultimately become a large-scale aggregator platform providing myriad products and services to end consumers, Kotak Institutional Equities said | Reliance Industries To Buy A Controlling Stake In Local Search Engine & e-Commerce Marketplace, Just Dial | Reliance Retail Ventures Limited, the retail arm of Reliance Industries Limited, will acquire a majority stake of 66.95 percent in B2B search engine Just Dial. Just Dial Founder VSS Mani would continue to lead the company as its managing director and chief executive officer | Reliance Retail Ventures, a subsidiary of Reliance Industries said it will acquire a 40.95 per cent stake in Just Dial for Rs 3,497 crore | Shares of Reliance Industries (RIL) and Just Dial will be in focus. RIL through its retail arm Reliance Retail Ventures (RRVL) announced that it is acquiring a majority stake of 66.95% in local search engine company Just Dial for Rs 3,497 crore.",negative,0.9380161
898,2021-07-22,"Citi rainmaker Rahul Saraf becomes its new I-Banking head | Mukesh Ambani-led Reliance Industries to announce April-June quarter results tomorrow | Reliance Industries Q1 Results Preview: RIL’s Profit Seen Falling As Covid Hurt Demand For Oil, Retail Units | Aramco Chairman Yasir Al Rumayyan joins RIL Board as independent director | Saudi Aramco chairman Yasir Al-Rumayyan joins RIL board | Saudi Aramco’s Yasir Al Rumayyan joins Reliance Industries board; Stock gains 1%",news-article | news-article | news-article | news-article | news-article | news-article,https://economictimes.indiatimes.com/industry/banking/finance/banking/citi-rainmaker-rahul-saraf-becomes-its-new-i-banking-head/articleshow/84654504.cms | https://www.businesstoday.in/latest/corporate/story/mukesh-ambani-led-reliance-industries-to-announce-april-june-quarter-results-tomorrow-302104-2021-07-22?utm_source=rssfeed | https://www.bloombergquint.com/business/reliance-industries-q1-preview-rils-profit-seen-falling-as-covid-19-hurt-demand-for-oil-retail-units | https://www.freepressjournal.in/business/aramco-chairman-yasir-al-rumayyan-joins-ril-board-as-independent-director | https://www.business-standard.com/article/news-cm/saudi-aramco-chairman-yasir-al-rumayyan-joins-ril-board-121072200257_1.html | https://www.indiainfoline.com/article/news-top-story/saudi-aramco-s-yasir-al-rumayyan-joins-reliance-industries-board-stock-gains-1-121072200302_1.html,"Saraf will support the growth of the franchises renewed focus on the institutional business, leveraging his deep relationships with large Indian conglomerates like Reliance Industries, Tata Group. | Reliance Industries Ltd will make a presentation to the media and analysts on the Q1 financial results after the Board of Directors’ meeting | How Reliance Industries is expected to fare in the first quarter of FY22. | Reliance Industries (RIL) said on Thursday that the appointment of Aramco Chairman Yasir Al Rumayyan as an independent director of the company has taken effect from July 19.On June 24, RIL board had approved the appointment of Yasir O. Al-Rumayyan, as an additional director of the company,… | Reliance Industries (RIL) said that the appointment of His Excellency Yasir Al Rumayyan as an independent director of the company has taken effect from 19 July 2021. | Last month, in the company’s 44th AGM, the chairman and MD, Mukesh Ambani had welcomed Saudi Aramco’s Chairman on the company’s board.",neutral,0.9109037
