date,news,Predicted Sentiment,Sentiment Probability,aspect_labelling
2021-06-25,"Apollo Hospitals Q4 Review - Business Restructuring For Potential Value Unlocking: ICICI Direct | Apollo Hospitals Enterprise Ltd recorded volume of 30.85 lakh shares by 14:19 IST on NSE, a 5.44 times surge over two-week average daily volume of 5.67 lakh shares | Structurally, cost reduction drives, expanding of complex procedures and profitability of new hospitals and AHL remain key management focus areas, analysts said. | Here’s what analysts made of Apollo Hospitals’ Q4 results. | Allcargo Logistics Ltd, Laurus Labs Ltd, Apollo Hospitals Enterprise Ltd and Ashok Leyland Ltd are among the other gainers in the BSE’s ‘A’ group today, 25 June 2021. | Results Review For Apollo Hospitals and TCNS Clothing | Apollo Hospitals Enterprise Ltd., incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 46057.82 Crore) operating in Hospitals & Allied Services sector.",positive,0.54887867,"[[('surge', 'stock_market', 'positive', 0.9357999563217163), ('shares', 'stock_market', 'neutral', 0.9166895747184753), ('Apollo Hospitals', 'companies', 'neutral', 0.9255098104476929)], [('Apollo Hospitals', 'companies', 'neutral', 0.9354186654090881)], [('Apollo Hospitals', 'companies', 'neutral', 0.9226030707359314)], [], [('Apollo Hospitals', 'companies', 'neutral', 0.9505870938301086)], [('Apollo Hospitals', 'companies', 'neutral', 0.949817955493927)], [('restructuring', 'corporate_news', 'neutral', 0.9316661357879639), ('business restructuring', 'corporate_news', 'neutral', 0.9316661357879639), ('Apollo Hospitals', 'companies', 'neutral', 0.5902523994445801)]]"
2021-06-26,"This can be initiated by selling 3,600-strike call and simultaneously buying the 3,500-strike call",neutral,0.9461714,[[]]
2021-06-28,"ICICI Direct is Apollo Hospitals recommended buy rating on the stock with a target price of Rs 3870 in its research report dated June 25, 2021. | ’Digital health space foray likely to broaden reach, boost growth",positive,0.9324161,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8912025690078735)], []]"
2021-06-29,"A leading hospital group on Tuesday announced that it will conduct a pan-India Covid vaccination drive on June 30 spanning 50 cities, to boost the national inoculation exercise. | The vaccination drive would be carried out at over 200 Apollo vaccination centres from 7 AM to 7 PM in 50 cities, the healthcare major said in a statement. | The drive will be held from 7 am to 7 pm | People looking to get vaccinated can book slots using Apollo 24/7 App and select the nearest Apollo vaccination centre, it added. The healthcare major noted that it has trained over 10,000 staff in safe vaccination protocols to ensure a seamless experience at all the vaccination centres. | On June 23, the company said its March-quarter consolidated net profit came at Rs 167.86 crore, down 23.48 percent from Rs 219.36 crore in the corresponding quarter of the previous financial year. | Share price of Apollo Hospitals surged ~4% higher with the stock closing on lifetime highs along with a build-up of heavy long positions. | Reliance Industries could see further correction in share price while Apollo Hospitals Enterprise is expected to surge 8-10% more in the near-term.",negative,0.96130556,"[[('quarter', 'financial_performance', 'neutral', 0.9063509702682495), ('net profit', 'economic_indicators', 'negative', 0.9745508432388306)], [], [('Apollo Hospitals', 'companies', 'positive', 0.9462153911590576)], [('surge', 'stock_market', 'positive', 0.9439483880996704), ('Apollo Hospitals', 'companies', 'positive', 0.743289053440094), ('Reliance', 'companies', 'negative', 0.9689708948135376)], [], [], []]"
2021-07-02,"Creation of omni-channel platform via AHL to help capital raising; FY22/23e EPS up 6.9/7.6%; TP raised to Rs 3,550; ‘Buy’ retained | After much delay, private hospital chains Fortis Healthcare and Apollo Hospitals on Thursday started administering Russian COVID-19 vaccine Sputnik V at two hospitals in Delhi-NCR.Indraprastha Apollo in Delhi has started administering Sputnik V in a staged manner from June 30. Around 1,000… | Private hospital chains Fortis Healthcare and Apollo Hospitals have started administering Russian COVID-19 vaccine Sputnik V at two of their hospitals in Delhi-NCR, officials said on Thursday.",positive,0.6785151,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8822354674339294)], [], [('Apollo Hospitals', 'companies', 'neutral', 0.7498149275779724)]]"
2021-07-05,"Indore: Apollo Hospitals, Indore has performed Central India’s first bioresorbable vascular angioplasty in which bioresorbable vascular scaffolds were implanted which slowly dissolved in the body.Moreover, the indigenous vascular scaffold also eliminates the blood thinning…",neutral,0.7998405,"[[('Apollo Hospitals', 'companies', 'positive', 0.8363016247749329)]]"
2021-07-06,"AMFI has added Adani Total Gas, NMDC, Apollo Hospitals Enterprises, Cholamandalam Investment and Finance, Steel Authority of India, Bank of Baroda, and Honeywell Automation India to the largecap list.",neutral,0.8713514,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9151849150657654)]]"
2021-07-07,Apollo Hospitals Managing Director Dr Sangita Reddy tweeted: ‘What is important for countries to note is that in unvaccinated populations not taking precautions it’s reproductive number may be as high as 8!!!’,neutral,0.5298069,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9118992686271667)]]"
2021-07-12,"Net Sales are expected to increase by 27.7 percent Y-o-Y (down 3.3 percent Q-o-Q) to Rs 2,772.3 crore, according to ICICI Direct. | Apollo is looking to sell about 25 per cent stake in the company",neutral,0.57818913,"[[('stake', 'stock_market', 'neutral', 0.9390033483505249)], []]"
2021-07-18,Eyes $500 million for 15-20% stake in Apollo HealthCo,neutral,0.9347785,"[[('stake', 'stock_market', 'neutral', 0.9280706644058228)]]"
2021-07-26,A study conducted at Delhi-based Indraprastha Apollo Hospitals has showed that the protection rate of Covid-19 vaccination among its healthcare workers was 97.,neutral,0.4753932,"[[('Apollo Hospitals', 'companies', 'positive', 0.7919215559959412)]]"
2021-07-27,"According to experts, the intranasal vaccine can secure an immune response at the site of infection",neutral,0.6281959,[[]]
2021-07-29,Check out the stocks that will be in focus during trade today based on recent and latest news developments.,neutral,0.93488663,"[[('stocks', 'stock_market', 'neutral', 0.933643639087677)]]"
2021-08-05,"The athletes names are being leveraged and linked to brands across corporates such as Aditya Birla Group, Apollo Hospitals and Perfetti Van Melle, to agencies such as BrandOnWheelz to out-of-home media agency The Brand Sigma.",neutral,0.9233981,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8871678113937378)]]"
2021-08-07,"Bank of Baroda, Chennai zone, has entered into a tie-up with Apollo Hospitals and MGM Healthcare Private Limited for UPI Prepaid Voucher Project (e-RUPI) on Thursday, a release said. Through this, cor",positive,0.6784392,"[[('Apollo Hospitals', 'companies', 'positive', 0.7580884695053101)]]"
2021-08-09,"Covaxin contains dead virus of Covid which triggers the immune system to draw up a defense system against Covid while Covishield is vector based and introduces weak virus of common cold in the body that forms an immunity barrier to fight coronavirus, explained Dr. Sameer Bhati, Public Health Expert. | As per the ICMR study Covishield, Covaxin jabs mix-match conducted on 18 people, has elicited better safety and immunogenicity results",positive,0.8871315,"[[], []]"
2021-08-13,"Its standalone revenue went up by 52.67 per cent to ₹2,994.71 crore. | Apollo Hospitals treated over 1,50,000 Covid-19 patients with over 5,000 beds dedicated during the peak | To offer world-class liver transplant programme in central India | Oil and Natural Gas Corporation, Grasim Industries, Apollo Hospitals, Indraprastha Gas, Hindustan Aeronautics, Petronet LNG, Indian Railway Finance Corporation, General Insurance Corporation of India, Godrej Industries, and Sun TV Network, among other stocks will announce Q1 earnings today.",positive,0.8953429,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8341141939163208)], [], [('stocks', 'stock_market', 'neutral', 0.906425952911377), ('Apollo Hospitals', 'companies', 'neutral', 0.9475419521331787)], []]"
2021-08-14,"Its consolidated revenues for the June 2021 quarter stood at Rs 3,760 crore as compared with Rs 2,171 crore in the Q1 of the previous fiscal, Apollo Hospitals Group said in a statement.",positive,0.4803854,"[[('quarter', 'financial_performance', 'neutral', 0.6591482758522034), ('Apollo Hospitals', 'companies', 'neutral', 0.9201436042785645)]]"
2021-08-16,"Expansion potential in digital platform, steady growth in traditional business and value unlocking in pharmacy segment are key positives | Check out the stocks that will be in focus during trade today based on recent and latest news developments. | Triveni Turbine Ltd, Hindustan Oil Exploration Company Ltd, Apollo Hospitals Enterprise Ltd and KPIT Technologies Ltd are among the other gainers in the BSE’s ‘A’ group today, 16 August 2021. | Apollo Hospitals Q1 Review - Strong Revenue Growth; Focus On Digital Network: ICICI Securities | Here’s what brokerages made of Apollo Hospitals’ Q1 performance. | Apollo Hospitals has reported a consolidated profit after tax of Rs 489 crore for the June quarter of FY22. The healthcare major had reported a net loss of Rs 208 crore in the April-June quarter of 2020-21 | Results Review for ONGC, Apollo Hospitals, Ashok Leyland, Sundram Fasteners | The consolidated revenue grew 31% QoQ and 73% YoY at Rs 3,760 crore | Here are the stocks to watch in trade today...",positive,0.7232091,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9467036724090576)], [('stocks', 'stock_market', 'neutral', 0.9337889552116394)], [('Apollo Hospitals', 'companies', 'neutral', 0.9326068162918091)], [('quarter', 'financial_performance', 'neutral', 0.9040660262107849), ('Apollo Hospitals', 'companies', 'positive', 0.6725743412971497), ('quarter', 'financial_performance', 'neutral', 0.9065130352973938)], [], [('Apollo Hospitals', 'companies', 'neutral', 0.9010418653488159)], [('stocks', 'stock_market', 'neutral', 0.933643639087677)], [], [('revenue growth', 'financial_performance', 'positive', 0.8588893413543701), ('Apollo Hospitals', 'companies', 'positive', 0.9535956382751465)]]"
2021-08-17,"Analysts expect the company to deliver 26 per cent revenue growth and a 55 per cent EBITDA (earnings before interest depreciation tax and amortization) growth and value unlocking of some of its businesses at some point. | Apollo Hospitals consolidated revenues for the June 2021 quarter stood at ₹3,760 crore as compared with ₹2,171 crore in the Q1 of the previous fiscal | Aster DM Healthcare Ltd, ABB Power Products and Systems India Ltd, CRISIL Ltd and Tata Elxsi Ltd are among the other gainers in the BSE’s ‘A’ group today, 17 August 2021. | Apollo Hospitals Q1 net profit came at ₹489 crore, consolidated revenues stood at ₹3,760 crore | “I think our performance has clearly shown that Apollo has the ability, the agility to handle both Covid and non-Covid situations. This quarter, we successfully separated the non-Covid cases and handled them with excellent clinical outcomes. Moving into the second quarter, we believe we will be able… | In the past one week, Apollo Hospitals Enterprises, Fortis Healthcare and Max Healthcare have surged between 12 per cent and 15 per cent as compared to a 2 per cent rise in the S&P BSE Sensex | Apollo Hospitals rallied over 7 percent, Tata Steel rose nearly 4 percent, and KPIT Technologies ended with gains of over 5 percent. Read on to know what Vikas Jain of Reliance Securities recommends.",positive,0.9354227,"[[('net profit', 'economic_indicators', 'neutral', 0.9188323020935059), ('Apollo Hospitals', 'companies', 'neutral', 0.9192854166030884)], [('Tata', 'companies', 'positive', 0.8022213578224182)], [('quarter', 'financial_performance', 'positive', 0.8550369739532471), ('quarter', 'financial_performance', 'positive', 0.941259503364563)], [('revenue growth', 'financial_performance', 'positive', 0.9505522847175598)], [('rallied', 'stock_market', 'positive', 0.8687492609024048), ('gains', 'stock_market', 'positive', 0.782592236995697), ('Apollo Hospitals', 'companies', 'positive', 0.8756413459777832), ('Tata', 'companies', 'positive', 0.9187839031219482), ('Reliance', 'companies', 'neutral', 0.9378209710121155)], [('sensex', 'stock_market', 'positive', 0.9383046627044678), ('Apollo Hospitals', 'companies', 'neutral', 0.936017632484436)], [('quarter', 'financial_performance', 'neutral', 0.6441175937652588), ('Apollo Hospitals', 'companies', 'neutral', 0.6146358847618103)]]"
2021-08-18,"New hospitals reported a significant jump in occupancy to 73% compared to 60% in the previous quarter | Apollo Hospitals Enterprise fell 2.63% to Rs 4791.10 amid profit booking after a recent rally. | Tata Elxsi rose more than 7 percent, Apollo Hospitals 13 percent and Hikal over 2 percent on August 17 to hit a 52-week high as benchmarks indices scaled new peaks",negative,0.9003746,"[[('Apollo Hospitals', 'companies', 'negative', 0.9732385873794556)], [('Apollo Hospitals', 'companies', 'positive', 0.850403904914856), ('Tata', 'companies', 'positive', 0.9004161357879639)], [('quarter', 'financial_performance', 'positive', 0.5316920876502991)]]"
2021-08-19,"LIC’s largest investments during the previous quarter include Dr Reddy’s Laboratories, Adani Enterprises, Tech Mahindra, Union Bank, Apollo Hospitals, Tata Consumer Products, and Lupin.",neutral,0.934987,"[[('quarter', 'financial_performance', 'neutral', 0.9241176843643188), ('Apollo Hospitals', 'companies', 'neutral', 0.941447913646698), ('Tata', 'companies', 'neutral', 0.9450312852859497)]]"
2021-08-20,"FY22e EPS up 28% due to pandemic tailwind; TP raised to Rs 4,746; ‘Buy’ maintained | Apollo Hospitals’ offer comes at a time when vaccination at private hospitals is receiving a lukewarm response",positive,0.94290435,"[[('Apollo Hospitals', 'companies', 'neutral', 0.777651309967041)], []]"
2021-08-23,"Mumbai (Maharashtra) [India], August 23 (ANI/BusinessWire India): The Billion Hearts Beating Initiative was founded by Dr Pratap C Reddy, Chairman, Apollo Hospitals in 2010. The main objective of this initiative is to heal people in need with",neutral,0.82482,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9132882952690125)]]"
2021-08-28,"“There are a lot more enquiries coming about the booster dose. Weve come across high net worth individuals (HNIs) who have taken Covishield and now want to take Covaxin, and vice-versa, since mRNA vaccines are not available here,” says Sangita Reddy, joint managing director, Apollo Hospitals Group.",positive,0.5205719,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8834651708602905)]]"
2021-08-31,"Fortis and Laurus Labs were also in the fast lane. On the flip side Biocon, Pfizer, and Alkem Lab were struggling.",negative,0.9216712,[[]]
2021-09-01,Bajaj Finance and Apollo Hospitals rose more than 5 percent and Asian Paints 3 percent to hit a fresh 52-week high on August 31,positive,0.93254304,"[[('Apollo Hospitals', 'companies', 'positive', 0.9250157475471497)]]"
2021-09-06,Conducts Robotic Complex Mitral Valve repair in 70 minutes,neutral,0.919967,[[]]
2021-09-07,"The stock has gained 107 percent year-to-date in 2021 against the BSE Sensex and Midcap indices that gained 22 percent and 36 percent, respectively. It can still give 10% more in near term. Strong operational performance by the company in the last few quarters, government focus on health infrastruct…",positive,0.95355606,"[[('sensex', 'stock_market', 'positive', 0.946419358253479)]]"
2021-09-09,Apollo Hospitals Group has donated ₹1 crore to the Chief Minister’s Relief Fund (CMRF) and ₹1 crore to ‘Connect to Andhra’ as part of its Corporate Social Responsibility (CSR) activity.Apollo Hospital,positive,0.6548493,"[[('Apollo Hospitals', 'companies', 'neutral', 0.5039761066436768)]]"
2021-09-10,"Eyeing growth in the digital space, it has already separated the front-end pharmacy business and Apollo 24/7 into a separate subsidiary - Apollo HealthCo Ltd. The entry of fresh investors in this business will not only help growth but also drive value unlocking",positive,0.8512379,[[]]
2021-09-16,The proceedings before the Commission were stayed by the Supreme Court in April 2019 after a plea by Apollo Hospitals in Chennai that the panel’s functioning was ‘replete with bias’.,negative,0.89802647,"[[('Apollo Hospitals', 'companies', 'negative', 0.7774795889854431)]]"
2021-09-24,"The healthcare group introduced eICUs in 2014 under a hub-and-spoke model from its Chennai and Hyderabad hospitals | Narayana Hrudayalaya Ltd, Bharat Bijlee Ltd, Lemon Tree Hotels Ltd and GFL Ltd are among the other losers in the BSE’s ‘A’ group today, 24 September 2021.",neutral,0.8293205,"[[], []]"
2021-09-27,Apollo Hospitals Enterprise Ltd has lost 5.15% over last one month compared to 0.48% gain in S&P BSE Healthcare index and 7.54% rise in the SENSEX,negative,0.97559017,"[[('sensex', 'stock_market', 'positive', 0.9444245100021362), ('index', 'stock_market', 'positive', 0.9470458030700684), ('Apollo Hospitals', 'companies', 'negative', 0.9714833498001099)]]"
2021-09-28,"Apart from physicians at the corporate hospitals group, physicians at government and private hospitals can access the AI-powered tool | The tool has also been validated using data from the Maastricht Study, a long-term cohort health study in the Maastricht region and from the Heart+Vascular Center at Maastricht University Medical Center, Netherlands.",neutral,0.8019185,"[[], []]"
2021-09-30,Inquiry Commission’s proceedings were stayed due to Apollo Hospitals’ plea that its functioning was ‘replete with bias’,negative,0.879458,"[[('Apollo Hospitals', 'companies', 'negative', 0.8987257480621338)]]"
2021-10-01,"28-year-old doctor undergoes robotic surgery for Colorectal Cancer at Apollo Hospitals, goes on to win Gold Medal",neutral,0.71330166,"[[('Apollo Hospitals', 'companies', 'neutral', 0.706326961517334)]]"
2021-10-06,"Apollo Hospitals said the Covid-19 pandemic highlighted the challenges faced by the country with regard to infrastructure to provide critical care to patients. | Critical care deals with critically-ill patients who require intensive care for various medical conditions that are immediately life-threatening but reversible. And, with the intent to cater to such patients, the Apollo Centre of Excellence in Critical Care (ACECC) was launched on Wednesday in Hyder… | To harness digital technology to create a network of eICUs providing ‘world-class’ critical care in India and abroad",positive,0.54462373,"[[('Apollo Hospitals', 'companies', 'neutral', 0.5322514176368713)], [], []]"
2021-10-21,"The top stocks in the Nifty Next 50 index as per weightege are Info Edge (India) Ltd. (4.03%), Avenue Supermarts Ltd. (3.80%), Apollo Hospitals Enterprise Ltd (3.66%), ICICI Lombard General Insurance Company Ltd. (3.29%) and Adani Enterprises Ltd. (3.27%)",neutral,0.9427672,"[[('index', 'stock_market', 'neutral', 0.9261901378631592), ('stocks', 'stock_market', 'neutral', 0.90822434425354), ('nifty', 'stock_market', 'neutral', 0.9204175472259521), ('Apollo Hospitals', 'companies', 'neutral', 0.9438312649726868)]]"
2021-10-23,"Since the last three years, there has been a 50 per cent rise in middle-aged women (aged 35-50 years) reporting cases of breast cancer in India, said doctors at a private hospital here on Friday. The estimates are based on OPD records by doctors, the Indraprastha Apollo Hospitals said in a statement…",negative,0.36917636,"[[('Apollo Hospitals', 'companies', 'neutral', 0.6220787167549133)]]"
2021-10-25,"Apollo Hospitals, in a statement, said, however, it is an “indicative list” and the “final list of co-morbidities eligible for free vaccination would be as per the list published by the government” | It is anticipated that approval will soon be granted for vaccinating children with specific comorbidities and immediately after getting the nod, the free vaccination initiative would be launched by the healthcare major, Apollo Hospitals said in a statement. | Apollo Hospitals said the list for free Covid-19 vaccination is expected to include children with haematological, neurological, cardiac, liver, gastrointestinal, rheumatic, cancer, respiratory, genitourinary, and developmental disorders | “It is anticipated that approval will soon be granted for vaccinating children with specified co-morbidities and immediately post-approval and details of the age-group permitted for vaccination, the free vaccination initiative would be launched by Apollo Hospitals,” Apollo Hospitals said in a releas…",neutral,0.92173004,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8616523742675781)], [('Apollo Hospitals', 'companies', 'neutral', 0.9035060405731201)], [('Apollo Hospitals', 'companies', 'neutral', 0.9359012246131897)], [('Apollo Hospitals', 'companies', 'neutral', 0.8579668402671814)]]"
2021-10-26,Apex court hearing a plea by Apollo Hospitals accusing Commission of Inquiry of bias.,negative,0.83708566,"[[('Apollo Hospitals', 'companies', 'negative', 0.8370857834815979)]]"
2021-10-27,"The list is expected to include children with haematological, neurological, cardiac, liver, gastrointestinal, rheumatic, cancer, respiratory, genitourinary, and developmental disorders.",neutral,0.9171137,[[]]
2021-10-28,"Two patients suffering from serious health issues arising due to obesity were operated using a new robot-assisted surgical stapler technique at a private hospital here, according to a statement issued on Wednesday. Indraprastha Apollo Hospitals has become the first hospital to perform a live work…",neutral,0.78013897,"[[('Apollo Hospitals', 'companies', 'positive', 0.7430110573768616)]]"
2021-11-01,"Airtel has tied up with global consulting and technology companies such as Accenture, AWS, CISCO, Ericsson, Google Cloud, Nokia and Tata Consultancy Services to deploy the spectrum. It has further partnered with Apollo Hospitals, Flipkart and several manufacturing companies to test 5G based solution…",positive,0.8286359,"[[('Tata', 'companies', 'neutral', 0.8388277292251587), ('Apollo Hospitals', 'companies', 'positive', 0.8809728622436523)]]"
2021-11-10,Apollo Hospitals Enterprise: Your Trading Stock This Week,neutral,0.9365108,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9365108013153076)]]"
2021-11-12,"Apollo Hospitals Q2 results: Net profit jumps 4-fold to Rs 267.41 cr | The healthcare major on Friday reported an over fourfold jump in its consolidated net profit | Revenue rises 17% to ₹2,823.20 crore | Amaraja Batteries, Apollo Hospitals, Ashok Leyland, Bharat Forge, BPL, Glenmark Pharma, Hero MotoCorp, Vodafone Idea, National Aluminium, Reliance Capital, SpiceJet and Suzlon are some of the stocks | Abbott India, Amara Raja, Apollo Hospitals, Ashok Leyland, Bajaj Electricals, Mrs Bectors Food Specialities, Bharat Forge, Coal India, Glenmark, GMR Infra, Grasim, Hero Motocorp, Hindalco, Ruchi Soya, SJVN, Spicejet, and Suzlon are some of the firms announcing their quarterly results today",positive,0.93714577,"[[], [('stocks', 'stock_market', 'neutral', 0.9484736323356628), ('Apollo Hospitals', 'companies', 'neutral', 0.9352999329566956), ('Reliance', 'companies', 'neutral', 0.9522382616996765)], [('Apollo Hospitals', 'companies', 'neutral', 0.9425814151763916)], [('net profit', 'economic_indicators', 'positive', 0.9503609538078308)], [('net profit', 'economic_indicators', 'positive', 0.9402849078178406), ('Apollo Hospitals', 'companies', 'positive', 0.93919837474823)]]"
2021-11-13,Sales rise 34.64% to Rs 3717.07 crore | Apollo Hospitals to acquire Excelcare for Rs 210 crore,positive,0.93222606,"[[], [('Apollo Hospitals', 'companies', 'neutral', 0.9304428100585938)]]"
2021-11-15,"Most analysts are positive but target prices indicate limited upside | The company’s consolidated revenue from operations stood at Rs3,717cr in Q2FY22, an increase of 34.6% yoy. | Thyrocare Technologies Ltd, Apollo Hospitals Enterprise Ltd, Suprajit Engineering Ltd and Metropolis Healthcare Ltd are among the other gainers in the BSE’s ‘A’ group today, 15 November 2021. | Results Review for ONGC, Berger Paints, Apollo Hospitals, Hero Motocorp | Elara Capital says the 24/7 initiative will help Apollo Hospitals to have end-to-end connect with patients, a strategic advantage over peers. The hospital segment is set to achieve an EBITDA of Rs 2,000 crore in FY22E, it says | Apollo Hospitals Enterprise jumped 8.7% to Rs 5,075.45 after the company posted a 311% jump in consolidated net profit to Rs 247.8 crore in Q2 FY22 from Rs 60.27 crore posted in Q2 FY21.",positive,0.9521277,"[[], [('net profit', 'economic_indicators', 'positive', 0.9494275450706482), ('Apollo Hospitals', 'companies', 'positive', 0.9492622017860413)], [('Apollo Hospitals', 'companies', 'neutral', 0.9456745386123657)], [], [('Apollo Hospitals', 'companies', 'neutral', 0.9040658473968506)], [('Apollo Hospitals', 'companies', 'positive', 0.8817970752716064)]]"
2021-11-16,"Here’s what Mazhar Mohammad of chartviewindia.in, recommends investors should do with these stocks when the market resumes trading today. | Yes SecuritiesApollo Hospitals (Sell)Target: ₹3,030CMP: ₹5,080.45Apollo Hospitals Enterprises Ltd has surprised with solid delivery in the core hospitals business especially on the ARPOB (realisations",positive,0.90940905,"[[], [('stocks', 'stock_market', 'neutral', 0.9401484727859497)]]"
2021-11-17,"Metropolis Healthcare, Torrent Pharma, and Biocon were also in the fast lane. IPCA Labs, Lupin, Glenmark, Star, Auro Pharma, and Divis Lab were under pressure. | KPIT Technologies Ltd, Kitex Garments Ltd, Aurum Proptech Ltd and Lux Industries Ltd are among the other gainers in the BSE’s ‘A’ group today, 17 November 2021. | Apollo Hospitals Enterprise jumped 13.75% to Rs 5,797.75, extending its winning run to seventh consecutive trading session. | The Q2FY22 performance of AHEL was better than expected with a rise in the average revenue per occupied bed (ARPOB) and a lower average length of stay (ALOS) | Foreign broking houses raised the target price of UltraTech Cement, Hindalco Industries, ONGC, Apollo Hospitals, Ashok Leyland, Va Tech Wabag and L&T. | Apollo Hospitals Surge 12.5%, Hits 52-Wk High; Analysts Bullish on Stock",positive,0.9512095,"[[], [('Apollo Hospitals', 'companies', 'positive', 0.9485576748847961)], [], [('surge', 'stock_market', 'positive', 0.9208928346633911), ('bullish', 'stock_market', 'positive', 0.9024662375450134), ('Apollo Hospitals', 'companies', 'positive', 0.9237218499183655)], [('Apollo Hospitals', 'companies', 'neutral', 0.9448682069778442)], []]"
2021-11-18,"Here’s what Gaurav Sharma of Globe Capital Markets, recommends investors should do with these stocks when the market resumes trading today. | Nifty could be rangebound between 18,200 and 17,600 levels. It has a resistance placed at 18,200 followed by 18,345 and 18,604, says Vidnyan Sawant of GEPL Capital. | 17 patients have survived lung infection at Apollo Hospitals | The healthcare services division of Apollo saw 75% y-o-y rise in consolidated revenues in Q2.A strong revival in non-covid business and local market share gains boosted Apollo’s prospects",positive,0.95078516,"[[('gains', 'stock_market', 'positive', 0.9611221551895142)], [('stocks', 'stock_market', 'neutral', 0.9448213577270508)], [('nifty', 'stock_market', 'neutral', 0.9352713823318481)], [('Apollo Hospitals', 'companies', 'neutral', 0.7613544464111328)]]"
2021-11-20,"Veteran actor Kaikala Satyanarayana was admitted to Apollo Hospitals on Saturday morning in a critical condition. The hospital administration said he is in severe septic shock, and has suffered multi-",negative,0.90480477,"[[('Apollo Hospitals', 'companies', 'negative', 0.7965025305747986)]]"
2021-11-21,Governor inaugurates conference at Apollo Hospitals,neutral,0.8658876,"[[('Apollo Hospitals', 'companies', 'neutral', 0.865887463092804)]]"
2021-11-24,"Apollo Hospitals, Fortis Healthcare see higher demand for flu vaccine, including Abbott India’s Influvac | We stick to Healthco guidance of $2.3bn revenue by FY27. Our hospitals division’s EV valuation is unchanged at $7.2bn, while for HealthCo we build out three scenarios.",neutral,0.794915,"[[('Apollo Hospitals', 'companies', 'positive', 0.8390635251998901)], []]"
2021-11-25,Asks Apollo Hospitals to draft memo on details for enquiry into death of Jayalalithaa in 2016,neutral,0.91751444,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9365370273590088)]]"
2021-11-28,"Experts of Apollo Cancer Centre, Navi Mumbai, to serve patients in Apollo Hospitals, Indore",neutral,0.86633843,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8681173920631409)]]"
2021-11-30,"Apollo Hospitals Enterprise Ltd., incorporated in the year 1979, is a Large-Cap company (with a market cap of Rs 82478.47 Crore) operating in Hospitals & Allied Services sector.",neutral,0.91899294,"[[('Apollo Hospitals', 'companies', 'neutral', 0.949817955493927)]]"
2021-12-01,Headwinds & Tailwinds For Apollo Hospitals: Talking Point,neutral,0.85162425,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8516238331794739)]]"
2021-12-04,"The Padmashree recipient was admitted to the ICU of Indaprastha Apollo Hospitals. | In healthcare, maybe hospitals will do well. We are positive about Apollo Hospitals, Max Healthcare, Fortis. All three of them are of interest to us.",positive,0.6209469,"[[('Apollo Hospitals', 'companies', 'positive', 0.522590160369873)], [('Apollo Hospitals', 'companies', 'neutral', 0.8149826526641846)]]"
2021-12-06,IOC likely to exit; Zomato to enter major indices,neutral,0.7861305,[[]]
2021-12-07,"Indian Oil could be on its way out of the benchmark NSE Nifty 50 index in the upcoming Semi-Annual Index Rejig. | Apollo Hospitals or Info Edge (India) is likely to be included into the Nifty in the next index rebalancing by the National Stock Exchange, according to Edelweiss Research. Indian Oil Corporation (IOC) could be dropped from the benchmark index, the brokerage said.",negative,0.5914887,"[[('index', 'stock_market', 'neutral', 0.9437687397003174), ('nifty', 'stock_market', 'neutral', 0.9361990094184875), ('Apollo Hospitals', 'companies', 'neutral', 0.9370234608650208), ('dropped', 'stock_market', 'negative', 0.9047783613204956), ('index', 'stock_market', 'negative', 0.8778244256973267)], [('index', 'stock_market', 'neutral', 0.7133621573448181), ('nifty', 'stock_market', 'positive', 0.7574814558029175)]]"
2021-12-09,"Strategic round was led by GRUHAS Proptech (promoted by Abhijeet Pai of Puzzolana Group, Nikhil Kamath of Zerodha), Rahul Talwar-DLF Family Office, Harshad Reddy-Apollo Hospitals Family",neutral,0.90972877,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9490211606025696)]]"
2021-12-10,"A press release from the Apollo Hospitals Group said on Friday that the certification provides direction with a focus on the quality and risk management methods required to define guidelines for distinct remote health and care services and it belongs to a class of standards that provides flexible, g…",neutral,0.8431592,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8190056681632996)]]"
2021-12-11,"Apollo Hospitals is organising a free gallbladder stone camp on December 12 at Apollo First Med Hospitals, P.H. Road, Kilpauk. Ravindran Kumeran, senior consultant surgical gastroenterologist, is cond",neutral,0.94015163,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9066306352615356)]]"
